,length,gc
ENSG00000058085,6770,0.497341211
ENSG00000058091,7017,0.415847228
ENSG00000058262,11707,0.498505168
ENSG00000058272,11864,0.403826703
ENSG00000058335,9977,0.537837025
ENSG00000058404,11598,0.524055872
ENSG00000058453,8875,0.645070423
ENSG00000058600,9486,0.524246258
ENSG00000058668,9502,0.464744264
ENSG00000058673,12829,0.390053784
ENSG00000058729,5489,0.387320095
ENSG00000058799,2036,0.495088409
ENSG00000058804,4720,0.447457627
ENSG00000058866,10975,0.456492027
ENSG00000059122,8425,0.612344214
ENSG00000059145,7494,0.570456365
ENSG00000059377,6177,0.504128218
ENSG00000059378,5510,0.469328494
ENSG00000059573,3759,0.458898643
ENSG00000059588,7819,0.41437524
ENSG00000059691,11741,0.434715953
ENSG00000059728,6351,0.427019367
ENSG00000059758,6467,0.433122004
ENSG00000059769,2604,0.417050691
ENSG00000059804,6071,0.450172953
ENSG00000059915,5979,0.617661816
ENSG00000060069,6196,0.598773402
ENSG00000060138,8621,0.384410161
ENSG00000060140,3440,0.42994186
ENSG00000060237,17280,0.458159722
ENSG00000060339,6059,0.42581284
ENSG00000060491,4702,0.640153126
ENSG00000060558,2753,0.625136215
ENSG00000060566,2648,0.59478852
ENSG00000060642,8084,0.485032162
ENSG00000060656,6682,0.616881173
ENSG00000060688,3887,0.42757911
ENSG00000060709,10780,0.457328386
ENSG00000060718,9091,0.38895611
ENSG00000060749,10908,0.395581225
ENSG00000060762,1546,0.492238034
ENSG00000060971,7106,0.540951309
ENSG00000060982,11415,0.409548839
ENSG00000061273,9928,0.525684932
ENSG00000061337,5706,0.520329478
ENSG00000061455,9230,0.431419285
ENSG00000061492,1991,0.492717228
ENSG00000061656,2348,0.625212947
ENSG00000061676,22520,0.366563055
ENSG00000061794,1930,0.402590674
ENSG00000061918,3944,0.420638945
ENSG00000061936,10158,0.480507974
ENSG00000061938,12245,0.523070641
ENSG00000061987,16014,0.363244661
ENSG00000062038,6392,0.532540676
ENSG00000062096,2205,0.516099773
ENSG00000062194,6472,0.359239802
ENSG00000062282,7904,0.537196356
ENSG00000062370,3848,0.401507277
ENSG00000062485,6401,0.463990002
ENSG00000062524,3491,0.595244915
ENSG00000062582,2607,0.477176832
ENSG00000062598,6597,0.396998636
ENSG00000062650,7205,0.419847328
ENSG00000062716,6854,0.416107383
ENSG00000062725,9890,0.413751264
ENSG00000062822,4934,0.64835833
ENSG00000063015,4946,0.577638496
ENSG00000063046,6028,0.451725282
ENSG00000063127,3589,0.466703817
ENSG00000063169,7496,0.642342583
ENSG00000063176,6009,0.620402729
ENSG00000063177,3857,0.559761473
ENSG00000063180,1946,0.561664954
ENSG00000063241,4408,0.547413793
ENSG00000063244,4040,0.610148515
ENSG00000063245,17616,0.528269755
ENSG00000063322,3839,0.53764001
ENSG00000063438,9480,0.561075949
ENSG00000063515,2625,0.658285714
ENSG00000063587,8147,0.495888057
ENSG00000063601,6328,0.463653603
ENSG00000063660,6522,0.647654094
ENSG00000063761,5293,0.527111279
ENSG00000063854,5839,0.468744648
ENSG00000063978,6836,0.520772382
ENSG00000064012,7237,0.391322371
ENSG00000064042,10862,0.449548886
ENSG00000064102,3059,0.397515528
ENSG00000064115,5504,0.417332849
ENSG00000064195,2715,0.610313076
ENSG00000064199,5159,0.431285133
ENSG00000064201,3797,0.640505662
ENSG00000064205,4981,0.540252961
ENSG00000064218,2697,0.549499444
ENSG00000064225,6304,0.433058376
ENSG00000064270,7352,0.550462459
ENSG00000064300,4141,0.636078242
ENSG00000064309,19924,0.405189721
ENSG00000064313,16255,0.382036297
ENSG00000064393,15622,0.459544232
ENSG00000064419,4676,0.428143713
ENSG00000064489,1929,0.544323484
ENSG00000064490,2503,0.610067918
ENSG00000064545,3281,0.469978665
ENSG00000064547,2975,0.585882353
ENSG00000064601,8633,0.558554384
ENSG00000064607,8468,0.538970241
ENSG00000064651,10653,0.386088426
ENSG00000064652,3474,0.423143351
ENSG00000064655,3618,0.54145937
ENSG00000064666,3640,0.583241758
ENSG00000064687,9591,0.625690752
ENSG00000064692,7266,0.462014864
ENSG00000064703,8778,0.392002734
ENSG00000064726,4066,0.447368421
ENSG00000064763,13684,0.38957907
ENSG00000064787,10533,0.451818096
ENSG00000064835,1566,0.339719029
ENSG00000064886,3295,0.46676783
ENSG00000064932,6610,0.642511346
ENSG00000064933,5448,0.388950073
ENSG00000064961,3857,0.654135338
ENSG00000064989,7309,0.310439185
ENSG00000064995,6904,0.438151796
ENSG00000064999,9967,0.561753787
ENSG00000065000,9317,0.534828808
ENSG00000065029,6782,0.561633736
ENSG00000065054,3516,0.677758817
ENSG00000065057,2430,0.636625514
ENSG00000065060,9567,0.46973973
ENSG00000065135,9044,0.381357806
ENSG00000065150,9664,0.418460265
ENSG00000065154,3388,0.484651712
ENSG00000065183,10276,0.398793305
ENSG00000065243,6897,0.37030593
ENSG00000065268,2283,0.649583881
ENSG00000065308,7047,0.490705265
ENSG00000065320,6415,0.618238504
ENSG00000065325,5696,0.488764045
ENSG00000065328,5456,0.441165689
ENSG00000065357,10098,0.521093286
ENSG00000065361,11711,0.502433609
ENSG00000065371,4518,0.427401505
ENSG00000065413,12826,0.406050211
ENSG00000065427,4051,0.479140953
ENSG00000065457,6118,0.453252697
ENSG00000065485,4067,0.520531104
ENSG00000065491,3462,0.509243212
ENSG00000065518,1877,0.417155035
ENSG00000065526,15120,0.510912698
ENSG00000065534,31537,0.430034563
ENSG00000065548,3026,0.384335757
ENSG00000065559,5709,0.403748467
ENSG00000065600,2917,0.507027768
ENSG00000065609,6651,0.431814765
ENSG00000065613,8107,0.401134822
ENSG00000065615,9621,0.400062364
ENSG00000065618,6989,0.446272714
ENSG00000065621,9926,0.481765061
ENSG00000065665,3916,0.432328907
ENSG00000065675,3285,0.475494673
ENSG00000065717,4150,0.577108434
ENSG00000065802,7407,0.530849197
ENSG00000065809,7019,0.432967659
ENSG00000065833,3338,0.42869982
ENSG00000065882,9556,0.473315195
ENSG00000065883,24780,0.403389831
ENSG00000065911,11443,0.432928428
ENSG00000065923,9980,0.430260521
ENSG00000065970,6297,0.506431634
ENSG00000065978,3395,0.50544919
ENSG00000065989,6762,0.614463177
ENSG00000066027,3942,0.459665145
ENSG00000066032,7535,0.458261447
ENSG00000066044,6962,0.54567653
ENSG00000066056,6705,0.580014914
ENSG00000066084,10351,0.43522365
ENSG00000066117,4903,0.514990822
ENSG00000066135,5184,0.506751543
ENSG00000066136,5990,0.515525876
ENSG00000066185,2181,0.436955525
ENSG00000066230,5754,0.58915537
ENSG00000066248,4647,0.482892189
ENSG00000066279,11994,0.36168084
ENSG00000066294,9255,0.405618585
ENSG00000066322,2506,0.620510774
ENSG00000066336,2040,0.604901961
ENSG00000066379,3672,0.454793028
ENSG00000066382,8114,0.475967464
ENSG00000066405,3715,0.467025572
ENSG00000066422,15511,0.403971375
ENSG00000066427,9624,0.420511222
ENSG00000066455,3205,0.412168487
ENSG00000066468,18813,0.472332961
ENSG00000066557,2843,0.406612733
ENSG00000066583,1942,0.427909372
ENSG00000066629,8987,0.479247802
ENSG00000066651,5722,0.382034254
ENSG00000066654,6501,0.418550992
ENSG00000066697,3289,0.474916388
ENSG00000066735,7041,0.686408181
ENSG00000066739,14256,0.384539843
ENSG00000066777,11059,0.397775567
ENSG00000066813,8158,0.378646727
ENSG00000066827,8900,0.467977528
ENSG00000066855,4629,0.377403327
ENSG00000066923,8736,0.543841575
ENSG00000066926,11128,0.449946082
ENSG00000066933,20320,0.414616142
ENSG00000067048,5720,0.387937063
ENSG00000067057,7774,0.545922305
ENSG00000067064,4294,0.498136935
ENSG00000067066,14134,0.422597991
ENSG00000067082,6139,0.515719173
ENSG00000067113,1935,0.485271318
ENSG00000067141,8137,0.490598501
ENSG00000067167,4131,0.420237231
ENSG00000067177,6350,0.427244094
ENSG00000067182,4205,0.536979786
ENSG00000067191,7096,0.561724915
ENSG00000067208,14589,0.387003907
ENSG00000067221,10458,0.541021228
ENSG00000067225,8572,0.508982734
ENSG00000067248,4890,0.378936605
ENSG00000067334,7518,0.414870976
ENSG00000067365,8254,0.521928762
ENSG00000067369,12976,0.434263255
ENSG00000067445,6716,0.529332936
ENSG00000067533,7877,0.351910626
ENSG00000067560,4805,0.497814776
ENSG00000067596,10760,0.469423792
ENSG00000067606,7695,0.595061728
ENSG00000067646,5557,0.382040669
ENSG00000067704,4135,0.421039903
ENSG00000067715,9463,0.404417204
ENSG00000067798,13278,0.450218406
ENSG00000067829,2699,0.612078548
ENSG00000067836,3613,0.635759756
ENSG00000067840,4341,0.611379866
ENSG00000067842,10469,0.57121024
ENSG00000067900,11075,0.39241535
ENSG00000067955,4652,0.434436801
ENSG00000067992,17456,0.408971127
ENSG00000068001,4421,0.591268944
ENSG00000068024,14179,0.519430143
ENSG00000068028,3683,0.537333695
ENSG00000068078,4848,0.623762376
ENSG00000068079,1958,0.570990807
ENSG00000068097,7043,0.432912111
ENSG00000068120,4032,0.577132937
ENSG00000068137,4803,0.623152197
ENSG00000068305,7128,0.428451178
ENSG00000068308,3333,0.572457246
ENSG00000068323,4207,0.543142382
ENSG00000068354,3966,0.562531518
ENSG00000068366,9971,0.361949654
ENSG00000068383,3739,0.539181599
ENSG00000068394,1658,0.510856454
ENSG00000068400,16204,0.500617132
ENSG00000068438,2872,0.534470752
ENSG00000068489,6743,0.436156014
ENSG00000068615,6937,0.512036904
ENSG00000068650,14024,0.518753565
ENSG00000068654,19694,0.467045801
ENSG00000068697,1546,0.472833118
ENSG00000068724,13446,0.527368734
ENSG00000068745,5624,0.55814367
ENSG00000068781,4294,0.424545878
ENSG00000068784,5045,0.36987116
ENSG00000068796,13050,0.362452107
ENSG00000068831,6084,0.541420118
ENSG00000068878,10392,0.40973826
ENSG00000068885,7080,0.358333333
ENSG00000068903,6206,0.537866581
ENSG00000068912,16419,0.37913393
ENSG00000068971,3360,0.593452381
ENSG00000068976,4658,0.580291971
ENSG00000068985,659,0.455235205
ENSG00000069011,3442,0.649912841
ENSG00000069018,3768,0.408970276
ENSG00000069020,14654,0.498839907
ENSG00000069122,6601,0.430540827
ENSG00000069188,11963,0.529800217
ENSG00000069206,4483,0.390140531
ENSG00000069248,6081,0.416049992
ENSG00000069275,6449,0.425337262
ENSG00000069329,9733,0.419397925
ENSG00000069345,4951,0.452029893
ENSG00000069399,3094,0.6354234
ENSG00000069424,17362,0.588181085
ENSG00000069431,17483,0.369101413
ENSG00000069482,1300,0.64
ENSG00000069493,6955,0.38116463
ENSG00000069509,1257,0.450278441
ENSG00000069535,2895,0.473229706
ENSG00000069667,17023,0.441226576
ENSG00000069696,1501,0.718187875
ENSG00000069702,8577,0.437332401
ENSG00000069764,752,0.530585106
ENSG00000069812,5407,0.627889773
ENSG00000069849,2617,0.447458922
ENSG00000069869,9036,0.419544046
ENSG00000069943,4542,0.399383531
ENSG00000069956,6592,0.395631068
ENSG00000069966,13330,0.429782446
ENSG00000069974,11345,0.429704716
ENSG00000069998,4936,0.523703404
ENSG00000070010,8722,0.431781701
ENSG00000070018,10369,0.425884849
ENSG00000070019,4191,0.403960869
ENSG00000070031,526,0.733840304
ENSG00000070047,5785,0.629386344
ENSG00000070061,24261,0.408062322
ENSG00000070081,9023,0.42114596
ENSG00000070087,3608,0.391629712
ENSG00000070159,9995,0.458529265
ENSG00000070182,14796,0.445187889
ENSG00000070190,4590,0.377559913
ENSG00000070193,6399,0.410376621
ENSG00000070214,12373,0.395215388
ENSG00000070269,8072,0.397299306
ENSG00000070366,10568,0.49318698
ENSG00000070367,12472,0.382135985
ENSG00000070371,10052,0.451352965
ENSG00000070388,2780,0.678776978
ENSG00000070404,3033,0.656445763
ENSG00000070413,5605,0.52970562
ENSG00000070423,3452,0.669177289
ENSG00000070444,8701,0.630847029
ENSG00000070476,7329,0.495974894
ENSG00000070495,5969,0.507120121
ENSG00000070501,4106,0.396492937
ENSG00000070526,3396,0.462014134
ENSG00000070540,3403,0.521010873
ENSG00000070601,5913,0.540165737
ENSG00000070610,4803,0.515511139
ENSG00000070614,9510,0.569926393
ENSG00000070669,4896,0.430964052
ENSG00000070718,6276,0.462396431
ENSG00000070729,7310,0.511491108
ENSG00000070731,3002,0.569620253
ENSG00000070748,6588,0.539921069
ENSG00000070756,9546,0.414728682
ENSG00000070759,3319,0.48568846
ENSG00000070761,2302,0.459165943
ENSG00000070770,10363,0.411270868
ENSG00000070778,7670,0.412516297
ENSG00000070785,3411,0.441805922
ENSG00000070808,9481,0.51091657
ENSG00000070814,11439,0.554856194
ENSG00000070831,24398,0.427739979
ENSG00000070882,8089,0.460254667
ENSG00000070886,5434,0.632131027
ENSG00000070915,6180,0.543527508
ENSG00000070950,6984,0.433705613
ENSG00000070961,9523,0.424866114
ENSG00000070985,5722,0.589653967
ENSG00000071051,2975,0.571092437
ENSG00000071054,11958,0.460361264
ENSG00000071073,9636,0.421647987
ENSG00000071082,5277,0.431684669
ENSG00000071127,18461,0.520069335
ENSG00000071189,16418,0.362468023
ENSG00000071203,1839,0.40891789
ENSG00000071205,10755,0.444816364
ENSG00000071242,8251,0.491455581
ENSG00000071243,5200,0.353461538
ENSG00000071246,7223,0.591859338
ENSG00000071282,9025,0.449972299
ENSG00000071462,1201,0.514571191
ENSG00000071537,9553,0.392442165
ENSG00000071539,3319,0.461283519
ENSG00000071553,5683,0.561499208
ENSG00000071564,6368,0.593592965
ENSG00000071575,4567,0.504488723
ENSG00000071626,9201,0.57787197
ENSG00000071655,7909,0.572512328
ENSG00000071677,264,0.670454545
ENSG00000071794,6024,0.38811421
ENSG00000071859,2552,0.627351097
ENSG00000071889,5098,0.545704198
ENSG00000071894,6058,0.547870584
ENSG00000071909,8236,0.433584264
ENSG00000071967,5172,0.43716164
ENSG00000071991,6864,0.295600233
ENSG00000071994,6476,0.425416924
ENSG00000072041,20154,0.367917039
ENSG00000072042,5498,0.447435431
ENSG00000072062,7330,0.57585266
ENSG00000072071,8487,0.576410982
ENSG00000072080,1265,0.438735178
ENSG00000072110,14320,0.522067039
ENSG00000072121,15884,0.432699572
ENSG00000072133,8988,0.34223409
ENSG00000072134,8492,0.532854451
ENSG00000072135,5732,0.573272854
ENSG00000072163,8731,0.575535448
ENSG00000072182,5250,0.601142857
ENSG00000072195,17066,0.641099262
ENSG00000072201,5624,0.438122333
ENSG00000072210,15331,0.445502576
ENSG00000072274,17376,0.433586556
ENSG00000072310,8234,0.550400777
ENSG00000072315,12143,0.408712839
ENSG00000072364,11281,0.417427533
ENSG00000072401,3480,0.333908046
ENSG00000072415,14825,0.383338954
ENSG00000072422,4779,0.412847876
ENSG00000072501,10830,0.465004617
ENSG00000072506,2822,0.519844082
ENSG00000072518,12010,0.55695254
ENSG00000072571,3932,0.376144456
ENSG00000072609,17113,0.473616549
ENSG00000072657,12264,0.36578604
ENSG00000072682,10128,0.536532385
ENSG00000072694,6655,0.488805409
ENSG00000072736,8806,0.461957756
ENSG00000072756,14503,0.391229401
ENSG00000072778,4820,0.585684647
ENSG00000072786,8915,0.512170499
ENSG00000072803,5577,0.465303927
ENSG00000072818,7420,0.572641509
ENSG00000072832,5869,0.524450503
ENSG00000072840,7144,0.573068309
ENSG00000072849,6383,0.452608491
ENSG00000072858,7798,0.473198256
ENSG00000072864,8217,0.517707192
ENSG00000072952,7700,0.478181818
ENSG00000072954,2987,0.550719786
ENSG00000072958,14094,0.495742869
ENSG00000073008,10427,0.507432627
ENSG00000073050,2745,0.475409836
ENSG00000073060,14887,0.511049909
ENSG00000073067,2791,0.679684701
ENSG00000073111,4715,0.559915164
ENSG00000073146,6872,0.533905704
ENSG00000073150,3103,0.660650983
ENSG00000073169,2331,0.668811669
ENSG00000073282,7479,0.421446717
ENSG00000073331,12326,0.426496836
ENSG00000073350,7939,0.609270689
ENSG00000073417,8004,0.447026487
ENSG00000073464,7562,0.480296218
ENSG00000073536,5475,0.508493151
ENSG00000073578,8703,0.482822015
ENSG00000073584,18470,0.374336762
ENSG00000073598,1352,0.558431953
ENSG00000073605,5905,0.495681626
ENSG00000073614,12029,0.394047718
ENSG00000073670,4813,0.629337212
ENSG00000073711,7785,0.399100835
ENSG00000073712,8463,0.447713577
ENSG00000073734,7715,0.3617628
ENSG00000073737,3750,0.411466667
ENSG00000073754,2469,0.411907655
ENSG00000073756,5484,0.375455872
ENSG00000073792,5330,0.503752345
ENSG00000073803,12604,0.435576008
ENSG00000073849,11142,0.482229402
ENSG00000073861,2625,0.59847619
ENSG00000073910,18852,0.454010185
ENSG00000073921,6342,0.434247871
ENSG00000073969,9462,0.402134855
ENSG00000074047,7720,0.605699482
ENSG00000074054,11004,0.42257361
ENSG00000074071,1092,0.669413919
ENSG00000074181,9408,0.567602041
ENSG00000074201,4581,0.397074874
ENSG00000074211,9366,0.527546445
ENSG00000074219,2980,0.555033557
ENSG00000074266,6995,0.364260186
ENSG00000074276,5397,0.58736335
ENSG00000074317,2008,0.64940239
ENSG00000074319,3558,0.413434514
ENSG00000074356,14720,0.450679348
ENSG00000074370,6893,0.608153199
ENSG00000074410,6998,0.491140326
ENSG00000074416,11298,0.443706851
ENSG00000074527,4365,0.494387171
ENSG00000074582,3379,0.545723587
ENSG00000074590,5924,0.473666442
ENSG00000074603,10211,0.413769464
ENSG00000074621,9084,0.476332012
ENSG00000074657,11754,0.461715161
ENSG00000074660,4954,0.566209124
ENSG00000074695,6070,0.384843493
ENSG00000074696,7094,0.448125176
ENSG00000074706,8485,0.418149676
ENSG00000074755,15888,0.443542296
ENSG00000074771,1980,0.391414141
ENSG00000074800,5216,0.510161043
ENSG00000074803,12838,0.399984421
ENSG00000074842,1670,0.574850299
ENSG00000074855,5005,0.650549451
ENSG00000074935,7087,0.358543813
ENSG00000074964,7954,0.602967061
ENSG00000074966,3466,0.374495095
ENSG00000075035,6740,0.541097923
ENSG00000075043,12777,0.628081709
ENSG00000075073,2922,0.513004791
ENSG00000075089,3813,0.424337792
ENSG00000075131,2739,0.418400876
ENSG00000075142,4226,0.381448178
ENSG00000075151,11885,0.413798906
ENSG00000075188,3488,0.38646789
ENSG00000075213,9259,0.344853656
ENSG00000075218,4113,0.525650377
ENSG00000075223,6100,0.376229508
ENSG00000075234,3578,0.564561207
ENSG00000075239,5869,0.41250639
ENSG00000075240,4901,0.593552336
ENSG00000075275,16045,0.575942661
ENSG00000075290,2144,0.557369403
ENSG00000075292,12474,0.380711881
ENSG00000075303,5084,0.415224233
ENSG00000075336,5197,0.399268809
ENSG00000075340,12673,0.46650359
ENSG00000075388,3165,0.600631912
ENSG00000075391,20172,0.419492366
ENSG00000075399,3340,0.591017964
ENSG00000075407,13190,0.403260045
ENSG00000075413,21530,0.431258709
ENSG00000075415,8896,0.431991906
ENSG00000075420,13324,0.41241369
ENSG00000075426,7162,0.533510193
ENSG00000075429,10576,0.497825265
ENSG00000075461,3583,0.586380128
ENSG00000075539,18165,0.412826865
ENSG00000075568,13042,0.37747278
ENSG00000075618,3699,0.65882671
ENSG00000075624,4405,0.560499432
ENSG00000075643,6303,0.47469459
ENSG00000075651,9954,0.409885473
ENSG00000075673,4424,0.518987342
ENSG00000075702,12217,0.565114185
ENSG00000075711,16552,0.397716288
ENSG00000075785,7194,0.475257159
ENSG00000075790,5625,0.399466667
ENSG00000075826,7934,0.478321149
ENSG00000075856,7637,0.419012701
ENSG00000075884,6127,0.382242533
ENSG00000075886,1572,0.575063613
ENSG00000075891,6582,0.615922212
